date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2023-02-12,Fasayil al-Wusta,Jericho,west-bank,1,10,5,Residental,Demolition on the pretext of unlawful construction
2023-02-12,Fasayil al-Wusta,Jericho,west-bank,8,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-02-12,Qalqas,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-02-12,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-02-04,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Non Resedential,Demolition for alleged military purposes
2023-02-04,'Aqbat Jaber R.C.,Jericho,west-bank,1,0,0,Non Resedential,Demolition for alleged military purposes
2023-02-04,'Aqbat Jaber R.C.,Jericho,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2023-02-02,Duma,Nablus,west-bank,3,15,8,Residental,Demolition on the pretext of unlawful construction
2023-02-02,Duma,Nablus,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2023-02-01,Deir Ballut,Salfit,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-02-01,al-Kasarat,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-02-01,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-29,Ras al-'Amud,East Jerusalem,east-jerusalem,1,6,4,Residental,Demolition of houses as punishment
2023-01-26,Jenin R.C.,Jenin,west-bank,3,4,0,Residental,Demolition for alleged military purposes
2023-01-26,Jenin R.C.,Jenin,west-bank,2,0,0,Non Resedential,Demolition for alleged military purposes
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,'Anata new (Dahiyat a-Salam),East Jerusalem,east-jerusalem,1,4,1,Residental,Demolition of houses as punishment
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,Kh. Ma'in,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,Kh. Ma'in,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,8,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,Nahhalin,Bethlehem,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-25,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-23,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-23,a-Za'ayem,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-23,Hablah,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-23,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-22,Irtas,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-18,al-Jiftlik,Jericho,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2023-01-18,al-Funduq,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-18,Kafr Laqif,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-18,Kh. Tatrit ('Arab al-Freijat),Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2023-01-18,Kh. Tatrit ('Arab al-Freijat),Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-18,Kh. Tatrit ('Arab al-Freijat),Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-18,al-Jiftlik,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-18,al-Jiftlik,Jericho,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2023-01-18,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-16,Shuyukh al-'Arrub,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-12,Duma,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-11,Khalet al-Furn,Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2023-01-11,'Ein Samia,Ramallah and al-Bira,west-bank,1,6,0,Residental,Demolition on the pretext of unlawful construction
2023-01-11,al-Baq'ah (Hebron),Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2023-01-11,al-Baq'ah (Hebron),Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-11,a-Nabi Elyas,Qalqiliya,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Ein a-Duyuk a-Tahta,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,Kafr a-Dik,Salfit,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,al-'Auja,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-10,'Anata,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2023-01-09,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-05,Duma,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-05,Duma,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-05,Duma,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-05,Duma,Nablus,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-05,Duma,Nablus,west-bank,4,21,10,Residental,Demolition on the pretext of unlawful construction
2023-01-05,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-04,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-04,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-04,al-'Auja,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-04,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,Kh. a-Safai al-Foqa,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,Kh. Ma'in,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,Kh. Ma'in,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,1,8,1,Residental,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,1,10,4,Residental,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,1,9,4,Residental,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2023-01-03,She'b al-Batem,Hebron,west-bank,1,9,3,Residental,Demolition on the pretext of unlawful construction
2023-01-02,Kfar Dan,Jenin,west-bank,1,6,2,Residental,Demolition of houses as punishment
2023-01-02,Kfar Dan,Jenin,west-bank,2,6,0,Residental,Demolition of houses as punishment
2022-12-27,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-27,Dura,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-27,Immatin,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-27,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-27,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-26,Qalqas,Hebron,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-22,Deir Sharaf,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-22,Deir Sharaf,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-21,Battir,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-21,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Ma'in,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-20,Kh. Khilet a-Dabe',Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-19,Jericho,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-19,Jericho,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-15,Khalet al-Furn,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-15,Farsh al-Hawa,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-12-15,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-15,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-15,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-15,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-14,Husan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-14,Um a-Rihan,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-13,al-Jiftlik,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-12-13,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-12-13,al-Jiftlik,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2022-12-13,al-Jiftlik,Jericho,west-bank,1,12,4,Residental,Demolition on the pretext of unlawful construction
2022-12-13,al-Jiftlik,Jericho,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-13,al-Jiftlik,Jericho,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2022-12-13,al-Jib,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-13,al-Jib,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-13,al-Jib,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-13,al-Jib,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-13,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-12-12,Kh. a-Deir,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-12,Tekoa,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-11,Sinjil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-08,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2022-12-08,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,10,8,Residental,Demolition on the pretext of unlawful construction
2022-12-08,Wadi a-Siq,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-08,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,12,7,Residental,Demolition on the pretext of unlawful construction
2022-12-08,Wadi a-Siq,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-08,Wadi a-Siq,Ramallah and al-Bira,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2022-12-06,a-Sawiyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-06,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-06,Kh. a-Safai al-Foqa,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-06,Birin,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2022-12-05,Idhna,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-05,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2022-12-05,Idhna,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
